,uniprot_id,dms_id,Ascan_id,dmsa_id,protein_name,dms_name
170,P61073,cxcr4-alexa-exp,cxcr4_tian_sdf1a,cxcr4-alexa-exp@cxcr4_tian_sdf1a,CXCR4,CXCR4-alexa-exp
171,P61073,cxcr4-alexa-exp,cxcr4_trent_896,cxcr4-alexa-exp@cxcr4_trent_896,CXCR4,CXCR4-alexa-exp
172,P61073,cxcr4-alexa-exp,,cxcr4-alexa-exp@nan,CXCR4,CXCR4-alexa-exp
173,P61073,cxcr4-cxcl12-bind,cxcr4_chabot_896,cxcr4-cxcl12-bind@cxcr4_chabot_896,CXCR4,CXCR4-cxcl12-bind
174,P61073,cxcr4-cxcl12-bind,cxcr4_chabot_bh10,cxcr4-cxcl12-bind@cxcr4_chabot_bh10,CXCR4,CXCR4-cxcl12-bind
175,P61073,cxcr4-cxcl12-bind,cxcr4_chabot_exp,cxcr4-cxcl12-bind@cxcr4_chabot_exp,CXCR4,CXCR4-cxcl12-bind
176,P61073,cxcr4-cxcl12-bind,cxcr4_chabot_lav,cxcr4-cxcl12-bind@cxcr4_chabot_lav,CXCR4,CXCR4-cxcl12-bind
177,P61073,cxcr4-cxcl12-bind,cxcr4_chabot_sf2,cxcr4-cxcl12-bind@cxcr4_chabot_sf2,CXCR4,CXCR4-cxcl12-bind
178,P61073,cxcr4-cxcl12-bind,cxcr4_lin_exp44717,cxcr4-cxcl12-bind@cxcr4_lin_exp44717,CXCR4,CXCR4-cxcl12-bind
179,P61073,cxcr4-cxcl12-bind,cxcr4_lin_rodb-cd4,cxcr4-cxcl12-bind@cxcr4_lin_rodb-cd4,CXCR4,CXCR4-cxcl12-bind
180,P61073,cxcr4-cxcl12-bind,cxcr4_lin_rodb-pc,cxcr4-cxcl12-bind@cxcr4_lin_rodb-pc,CXCR4,CXCR4-cxcl12-bind
181,P61073,cxcr4-cxcl12-bind,cxcr4_lin_vcp-cd4,cxcr4-cxcl12-bind@cxcr4_lin_vcp-cd4,CXCR4,CXCR4-cxcl12-bind
182,P61073,cxcr4-cxcl12-bind,cxcr4_lin_vcp-pc,cxcr4-cxcl12-bind@cxcr4_lin_vcp-pc,CXCR4,CXCR4-cxcl12-bind
183,P61073,cxcr4-cxcl12-bind,cxcr4_tian_896,cxcr4-cxcl12-bind@cxcr4_tian_896,CXCR4,CXCR4-cxcl12-bind
184,P61073,cxcr4-cxcl12-bind,cxcr4_tian_exp,cxcr4-cxcl12-bind@cxcr4_tian_exp,CXCR4,CXCR4-cxcl12-bind
185,P61073,cxcr4-cxcl12-bind,cxcr4_tian_sdf1a,cxcr4-cxcl12-bind@cxcr4_tian_sdf1a,CXCR4,CXCR4-cxcl12-bind
186,P61073,cxcr4-cxcl12-bind,cxcr4_trent_896,cxcr4-cxcl12-bind@cxcr4_trent_896,CXCR4,CXCR4-cxcl12-bind
187,P61073,cxcr4-cxcl12-bind,,cxcr4-cxcl12-bind@nan,CXCR4,CXCR4-cxcl12-bind
188,P61073,cxcr4-fitc-exp,cxcr4_chabot_896,cxcr4-fitc-exp@cxcr4_chabot_896,CXCR4,CXCR4-fitc-exp
189,P61073,cxcr4-fitc-exp,cxcr4_chabot_bh10,cxcr4-fitc-exp@cxcr4_chabot_bh10,CXCR4,CXCR4-fitc-exp
190,P61073,cxcr4-fitc-exp,cxcr4_chabot_exp,cxcr4-fitc-exp@cxcr4_chabot_exp,CXCR4,CXCR4-fitc-exp
191,P61073,cxcr4-fitc-exp,cxcr4_chabot_lav,cxcr4-fitc-exp@cxcr4_chabot_lav,CXCR4,CXCR4-fitc-exp
192,P61073,cxcr4-fitc-exp,cxcr4_chabot_sf2,cxcr4-fitc-exp@cxcr4_chabot_sf2,CXCR4,CXCR4-fitc-exp
193,P61073,cxcr4-fitc-exp,cxcr4_lin_exp44717,cxcr4-fitc-exp@cxcr4_lin_exp44717,CXCR4,CXCR4-fitc-exp
194,P61073,cxcr4-fitc-exp,cxcr4_lin_rodb-cd4,cxcr4-fitc-exp@cxcr4_lin_rodb-cd4,CXCR4,CXCR4-fitc-exp
195,P61073,cxcr4-fitc-exp,cxcr4_lin_rodb-pc,cxcr4-fitc-exp@cxcr4_lin_rodb-pc,CXCR4,CXCR4-fitc-exp
196,P61073,cxcr4-fitc-exp,cxcr4_lin_vcp-cd4,cxcr4-fitc-exp@cxcr4_lin_vcp-cd4,CXCR4,CXCR4-fitc-exp
197,P61073,cxcr4-fitc-exp,cxcr4_lin_vcp-pc,cxcr4-fitc-exp@cxcr4_lin_vcp-pc,CXCR4,CXCR4-fitc-exp
198,P61073,cxcr4-fitc-exp,cxcr4_tian_896,cxcr4-fitc-exp@cxcr4_tian_896,CXCR4,CXCR4-fitc-exp
199,P61073,cxcr4-fitc-exp,cxcr4_tian_exp,cxcr4-fitc-exp@cxcr4_tian_exp,CXCR4,CXCR4-fitc-exp
200,P61073,cxcr4-fitc-exp,cxcr4_tian_sdf1a,cxcr4-fitc-exp@cxcr4_tian_sdf1a,CXCR4,CXCR4-fitc-exp
201,P61073,cxcr4-fitc-exp,cxcr4_trent_896,cxcr4-fitc-exp@cxcr4_trent_896,CXCR4,CXCR4-fitc-exp
202,P61073,cxcr4-fitc-exp,,cxcr4-fitc-exp@nan,CXCR4,CXCR4-fitc-exp
203,P06654,gb1,gb1,gb1@gb1,GB1,GB1
204,P06654,gb1,,gb1@nan,GB1,GB1
205,P02724,gpa,gpa_fleming_ddg,gpa@gpa_fleming_ddg,GPA,GPA
206,P02724,gpa,,gpa@nan,GPA,GPA
207,P05412,jun-full-trans,jun,jun-full-trans@jun,JUN,JUN-full-trans
208,P05412,jun-full-trans,,jun-full-trans@nan,JUN,JUN-full-trans
209,P05412,jun-restricted-trans,jun,jun-restricted-trans@jun,JUN,JUN-restricted-trans
210,P05412,jun-restricted-trans,,jun-restricted-trans@nan,JUN,JUN-restricted-trans
211,P04049,raf1-modify-10h,,raf1-modify-10h@nan,RAF1,RAF1-modify-10h
212,P04049,raf1-modify-10h,raf1_kd_lowionic,raf1-modify-10h@raf1_kd_lowionic,RAF1,RAF1-modify-10h
213,P04049,raf1-modify-10h,raf1_kd_physicoion,raf1-modify-10h@raf1_kd_physicoion,RAF1,RAF1-modify-10h
214,P04049,raf1-modify-10h,raf1_transact_erk1,raf1-modify-10h@raf1_transact_erk1,RAF1,RAF1-modify-10h
215,P04049,raf1-modify-10h,raf1_transact_erk1G12V,raf1-modify-10h@raf1_transact_erk1G12V,RAF1,RAF1-modify-10h
216,P04049,raf1-modify-12h,,raf1-modify-12h@nan,RAF1,RAF1-modify-12h
217,P04049,raf1-modify-12h,raf1_kd_lowionic,raf1-modify-12h@raf1_kd_lowionic,RAF1,RAF1-modify-12h
218,P04049,raf1-modify-12h,raf1_kd_physicoion,raf1-modify-12h@raf1_kd_physicoion,RAF1,RAF1-modify-12h
219,P04049,raf1-modify-12h,raf1_transact_erk1,raf1-modify-12h@raf1_transact_erk1,RAF1,RAF1-modify-12h
220,P04049,raf1-modify-12h,raf1_transact_erk1G12V,raf1-modify-12h@raf1_transact_erk1G12V,RAF1,RAF1-modify-12h
221,P04049,raf1-modify-24h,,raf1-modify-24h@nan,RAF1,RAF1-modify-24h
222,P04049,raf1-modify-24h,raf1_kd_lowionic,raf1-modify-24h@raf1_kd_lowionic,RAF1,RAF1-modify-24h
223,P04049,raf1-modify-24h,raf1_kd_physicoion,raf1-modify-24h@raf1_kd_physicoion,RAF1,RAF1-modify-24h
224,P04049,raf1-modify-24h,raf1_transact_erk1,raf1-modify-24h@raf1_transact_erk1,RAF1,RAF1-modify-24h
225,P04049,raf1-modify-24h,raf1_transact_erk1G12V,raf1-modify-24h@raf1_transact_erk1G12V,RAF1,RAF1-modify-24h
226,P04049,raf1-modify-2h,,raf1-modify-2h@nan,RAF1,RAF1-modify-2h
227,P04049,raf1-modify-2h,raf1_kd_lowionic,raf1-modify-2h@raf1_kd_lowionic,RAF1,RAF1-modify-2h
228,P04049,raf1-modify-2h,raf1_kd_physicoion,raf1-modify-2h@raf1_kd_physicoion,RAF1,RAF1-modify-2h
229,P04049,raf1-modify-2h,raf1_transact_erk1,raf1-modify-2h@raf1_transact_erk1,RAF1,RAF1-modify-2h
230,P04049,raf1-modify-2h,raf1_transact_erk1G12V,raf1-modify-2h@raf1_transact_erk1G12V,RAF1,RAF1-modify-2h
231,P04049,raf1-modify-48h,,raf1-modify-48h@nan,RAF1,RAF1-modify-48h
232,P04049,raf1-modify-48h,raf1_kd_lowionic,raf1-modify-48h@raf1_kd_lowionic,RAF1,RAF1-modify-48h
233,P04049,raf1-modify-48h,raf1_kd_physicoion,raf1-modify-48h@raf1_kd_physicoion,RAF1,RAF1-modify-48h
234,P04049,raf1-modify-48h,raf1_transact_erk1,raf1-modify-48h@raf1_transact_erk1,RAF1,RAF1-modify-48h
235,P04049,raf1-modify-48h,raf1_transact_erk1G12V,raf1-modify-48h@raf1_transact_erk1G12V,RAF1,RAF1-modify-48h
236,P04049,raf1-modify-4h,,raf1-modify-4h@nan,RAF1,RAF1-modify-4h
237,P04049,raf1-modify-4h,raf1_kd_lowionic,raf1-modify-4h@raf1_kd_lowionic,RAF1,RAF1-modify-4h
238,P04049,raf1-modify-4h,raf1_kd_physicoion,raf1-modify-4h@raf1_kd_physicoion,RAF1,RAF1-modify-4h
239,P04049,raf1-modify-4h,raf1_transact_erk1,raf1-modify-4h@raf1_transact_erk1,RAF1,RAF1-modify-4h
240,P04049,raf1-modify-4h,raf1_transact_erk1G12V,raf1-modify-4h@raf1_transact_erk1G12V,RAF1,RAF1-modify-4h
241,P04049,raf1-modify-6h,,raf1-modify-6h@nan,RAF1,RAF1-modify-6h
242,P04049,raf1-modify-6h,raf1_kd_lowionic,raf1-modify-6h@raf1_kd_lowionic,RAF1,RAF1-modify-6h
243,P04049,raf1-modify-6h,raf1_kd_physicoion,raf1-modify-6h@raf1_kd_physicoion,RAF1,RAF1-modify-6h
244,P04049,raf1-modify-6h,raf1_transact_erk1,raf1-modify-6h@raf1_transact_erk1,RAF1,RAF1-modify-6h
245,P04049,raf1-modify-6h,raf1_transact_erk1G12V,raf1-modify-6h@raf1_transact_erk1G12V,RAF1,RAF1-modify-6h
246,P04049,raf1-modify-72h,,raf1-modify-72h@nan,RAF1,RAF1-modify-72h
247,P04049,raf1-modify-72h,raf1_kd_lowionic,raf1-modify-72h@raf1_kd_lowionic,RAF1,RAF1-modify-72h
248,P04049,raf1-modify-72h,raf1_kd_physicoion,raf1-modify-72h@raf1_kd_physicoion,RAF1,RAF1-modify-72h
249,P04049,raf1-modify-72h,raf1_transact_erk1,raf1-modify-72h@raf1_transact_erk1,RAF1,RAF1-modify-72h
250,P04049,raf1-modify-72h,raf1_transact_erk1G12V,raf1-modify-72h@raf1_transact_erk1G12V,RAF1,RAF1-modify-72h
251,P04049,raf1-modify-8h,,raf1-modify-8h@nan,RAF1,RAF1-modify-8h
252,P04049,raf1-modify-8h,raf1_kd_lowionic,raf1-modify-8h@raf1_kd_lowionic,RAF1,RAF1-modify-8h
253,P04049,raf1-modify-8h,raf1_kd_physicoion,raf1-modify-8h@raf1_kd_physicoion,RAF1,RAF1-modify-8h
254,P04049,raf1-modify-8h,raf1_transact_erk1,raf1-modify-8h@raf1_transact_erk1,RAF1,RAF1-modify-8h
255,P04049,raf1-modify-8h,raf1_transact_erk1G12V,raf1-modify-8h@raf1_transact_erk1G12V,RAF1,RAF1-modify-8h
256,P01112,ras-attenuated,,ras-attenuated@nan,RAS,RAS-attenuated
257,P01112,ras-attenuated,ras_yoshi_gdpdis,ras-attenuated@ras_yoshi_gdpdis,RAS,RAS-attenuated
258,P01112,ras-attenuated,ras_yoshi_gtpdis,ras-attenuated@ras_yoshi_gtpdis,RAS,RAS-attenuated
259,P01112,ras-attenuated,ras_yoshi_gtphydro,ras-attenuated@ras_yoshi_gtphydro,RAS,RAS-attenuated
260,P01112,ras-reg,,ras-reg@nan,RAS,RAS-regulated
261,P01112,ras-reg,ras_yoshi_gdpdis,ras-reg@ras_yoshi_gdpdis,RAS,RAS-regulated
262,P01112,ras-reg,ras_yoshi_gtpdis,ras-reg@ras_yoshi_gtpdis,RAS,RAS-regulated
263,P01112,ras-reg,ras_yoshi_gtphydro,ras-reg@ras_yoshi_gtphydro,RAS,RAS-regulated
264,P01112,ras-unreg,,ras-unreg@nan,RAS,RAS-unregulated
265,P01112,ras-unreg,ras_yoshi_gdpdis,ras-unreg@ras_yoshi_gdpdis,RAS,RAS-unregulated
266,P01112,ras-unreg,ras_yoshi_gtpdis,ras-unreg@ras_yoshi_gtpdis,RAS,RAS-unregulated
267,P01112,ras-unreg,ras_yoshi_gtphydro,ras-unreg@ras_yoshi_gtphydro,RAS,RAS-unregulated
268,P04637,tp53-growth,,tp53-growth@nan,TP53,TP53-growth
269,P04637,tp53-growth,tp53_chen_aspp2,tp53-growth@tp53_chen_aspp2,TP53,TP53-growth
270,P04637,tp53-growth,tp53_chen_iaspp,tp53-growth@tp53_chen_iaspp,TP53,TP53-growth
271,P04637,tp53-null-etop,,tp53-null-etop@nan,TP53,TP53-null-etop
272,P04637,tp53-null-etop,tp53_chen_aspp2,tp53-null-etop@tp53_chen_aspp2,TP53,TP53-null-etop
273,P04637,tp53-null-etop,tp53_chen_iaspp,tp53-null-etop@tp53_chen_iaspp,TP53,TP53-null-etop
274,P04637,tp53-null-etop,tp53_ecsedi_bind,tp53-null-etop@tp53_ecsedi_bind,TP53,TP53-null-etop
275,P04637,tp53-null-nultlin,,tp53-null-nultlin@nan,TP53,TP53-null-nultlin
276,P04637,tp53-null-nultlin,tp53_chen_aspp2,tp53-null-nultlin@tp53_chen_aspp2,TP53,TP53-null-nultlin
277,P04637,tp53-null-nultlin,tp53_chen_iaspp,tp53-null-nultlin@tp53_chen_iaspp,TP53,TP53-null-nultlin
278,P04637,tp53-null-nultlin,tp53_ecsedi_bind,tp53-null-nultlin@tp53_ecsedi_bind,TP53,TP53-null-nultlin
279,P63279,urn:mavedb:00000001-a-1,,urn:mavedb:00000001-a-1@nan,UBE2I,UBE2I_Refined
280,P63279,urn:mavedb:00000001-a-1,ube2i_ikba,urn:mavedb:00000001-a-1@ube2i_ikba,UBE2I,UBE2I_Refined
281,P63279,urn:mavedb:00000001-a-1,ube2i_p53,urn:mavedb:00000001-a-1@ube2i_p53,UBE2I,UBE2I_Refined
282,P63279,urn:mavedb:00000001-a-1,ube2i_rangap1,urn:mavedb:00000001-a-1@ube2i_rangap1,UBE2I,UBE2I_Refined
283,P63279,urn:mavedb:00000001-a-2,,urn:mavedb:00000001-a-2@nan,UBE2I,UBE2I_BarSeq
284,P63279,urn:mavedb:00000001-a-2,ube2i_ikba,urn:mavedb:00000001-a-2@ube2i_ikba,UBE2I,UBE2I_BarSeq
285,P63279,urn:mavedb:00000001-a-2,ube2i_p53,urn:mavedb:00000001-a-2@ube2i_p53,UBE2I,UBE2I_BarSeq
286,P63279,urn:mavedb:00000001-a-2,ube2i_rangap1,urn:mavedb:00000001-a-2@ube2i_rangap1,UBE2I,UBE2I_BarSeq
287,P63279,urn:mavedb:00000001-a-3,,urn:mavedb:00000001-a-3@nan,UBE2I,UBE2I_TileSeq
288,P63279,urn:mavedb:00000001-a-3,ube2i_ikba,urn:mavedb:00000001-a-3@ube2i_ikba,UBE2I,UBE2I_TileSeq
289,P63279,urn:mavedb:00000001-a-3,ube2i_p53,urn:mavedb:00000001-a-3@ube2i_p53,UBE2I,UBE2I_TileSeq
290,P63279,urn:mavedb:00000001-a-3,ube2i_rangap1,urn:mavedb:00000001-a-3@ube2i_rangap1,UBE2I,UBE2I_TileSeq
291,P63279,urn:mavedb:00000001-a-4,,urn:mavedb:00000001-a-4@nan,UBE2I,UBE2I_Joint
292,P63279,urn:mavedb:00000001-a-4,ube2i_ikba,urn:mavedb:00000001-a-4@ube2i_ikba,UBE2I,UBE2I_Joint
293,P63279,urn:mavedb:00000001-a-4,ube2i_p53,urn:mavedb:00000001-a-4@ube2i_p53,UBE2I,UBE2I_Joint
294,P63279,urn:mavedb:00000001-a-4,ube2i_rangap1,urn:mavedb:00000001-a-4@ube2i_rangap1,UBE2I,UBE2I_Joint
295,P63165,urn:mavedb:00000001-b-2,,urn:mavedb:00000001-b-2@nan,SUMO1,SUMO1
296,P63165,urn:mavedb:00000001-b-2,sumo1_galtat,urn:mavedb:00000001-b-2@sumo1_galtat,SUMO1,SUMO1
297,P63165,urn:mavedb:00000001-b-2,sumo1_tat3,urn:mavedb:00000001-b-2@sumo1_tat3,SUMO1,SUMO1
298,P38398,urn:mavedb:00000003-a-2,brca1_mono_ub,urn:mavedb:00000003-a-2@brca1_mono_ub,BRCA1,BRCA1_E3
299,P38398,urn:mavedb:00000003-a-2,brca1_myc,urn:mavedb:00000003-a-2@brca1_myc,BRCA1,BRCA1_E3
300,P38398,urn:mavedb:00000003-a-2,,urn:mavedb:00000003-a-2@nan,BRCA1,BRCA1_E3
301,P38398,urn:mavedb:00000003-b-2,brca1_mono_ub,urn:mavedb:00000003-b-2@brca1_mono_ub,BRCA1,BRCA1_Y2H
302,P38398,urn:mavedb:00000003-b-2,brca1_myc,urn:mavedb:00000003-b-2@brca1_myc,BRCA1,BRCA1_Y2H
303,P38398,urn:mavedb:00000003-b-2,,urn:mavedb:00000003-b-2@nan,BRCA1,BRCA1_Y2H
304,P35520,urn:mavedb:00000005-a-1,cbs,urn:mavedb:00000005-a-1@cbs,CBS,CBS_Low-B6
305,P35520,urn:mavedb:00000005-a-1,,urn:mavedb:00000005-a-1@nan,CBS,CBS_Low-B6
306,P35520,urn:mavedb:00000005-a-2,cbs,urn:mavedb:00000005-a-2@cbs,CBS,CBS_High-B6
307,P35520,urn:mavedb:00000005-a-2,,urn:mavedb:00000005-a-2@nan,CBS,CBS_High-B6
308,P04386,urn:mavedb:00000012-a-1,gal4,urn:mavedb:00000012-a-1@gal4,GAL4,GAL4_None
309,P04386,urn:mavedb:00000012-a-1,,urn:mavedb:00000012-a-1@nan,GAL4,GAL4_None
310,P04386,urn:mavedb:00000012-a-2,gal4,urn:mavedb:00000012-a-2@gal4,GAL4,GAL4_24h-A
311,P04386,urn:mavedb:00000012-a-2,,urn:mavedb:00000012-a-2@nan,GAL4,GAL4_24h-A
312,P04386,urn:mavedb:00000012-a-3,gal4,urn:mavedb:00000012-a-3@gal4,GAL4,GAL4_40h-A
313,P04386,urn:mavedb:00000012-a-3,,urn:mavedb:00000012-a-3@nan,GAL4,GAL4_40h-A
314,P04386,urn:mavedb:00000012-a-4,gal4,urn:mavedb:00000012-a-4@gal4,GAL4,GAL4_40h-B
315,P04386,urn:mavedb:00000012-a-4,,urn:mavedb:00000012-a-4@nan,GAL4,GAL4_40h-B
316,P04386,urn:mavedb:00000012-a-5,gal4,urn:mavedb:00000012-a-5@gal4,GAL4,GAL4_40h-C
317,P04386,urn:mavedb:00000012-a-5,,urn:mavedb:00000012-a-5@nan,GAL4,GAL4_40h-C
318,P04386,urn:mavedb:00000012-a-6,gal4,urn:mavedb:00000012-a-6@gal4,GAL4,GAL4_64h-C
319,P04386,urn:mavedb:00000012-a-6,,urn:mavedb:00000012-a-6@nan,GAL4,GAL4_64h-C
320,P60484,urn:mavedb:00000013-a-1,,urn:mavedb:00000013-a-1@nan,PTEN,PTEN_VAMP_Seq
321,P60484,urn:mavedb:00000013-a-1,pten,urn:mavedb:00000013-a-1@pten,PTEN,PTEN_VAMP_Seq
322,P0CG63,urn:mavedb:00000037-a-1,,urn:mavedb:00000037-a-1@nan,Ubiquitin,UBI_Growth
323,P0CG63,urn:mavedb:00000037-a-1,ub_free,urn:mavedb:00000037-a-1@ub_free,Ubiquitin,UBI_Growth
324,P0CG63,urn:mavedb:00000037-a-1,ub_growth,urn:mavedb:00000037-a-1@ub_growth,Ubiquitin,UBI_Growth
325,P0CG63,urn:mavedb:00000037-a-1,ub_poly,urn:mavedb:00000037-a-1@ub_poly,Ubiquitin,UBI_Growth
326,P0CG63,urn:mavedb:00000038-a-1,,urn:mavedb:00000038-a-1@nan,Ubiquitin,UBI_Less-E1
327,P0CG63,urn:mavedb:00000038-a-1,ub_free,urn:mavedb:00000038-a-1@ub_free,Ubiquitin,UBI_Less-E1
328,P0CG63,urn:mavedb:00000038-a-1,ub_growth,urn:mavedb:00000038-a-1@ub_growth,Ubiquitin,UBI_Less-E1
329,P0CG63,urn:mavedb:00000038-a-1,ub_poly,urn:mavedb:00000038-a-1@ub_poly,Ubiquitin,UBI_Less-E1
330,P0CG63,urn:mavedb:00000038-b-1,,urn:mavedb:00000038-b-1@nan,Ubiquitin,UBI_Excess-E1-Mid
331,P0CG63,urn:mavedb:00000038-b-1,ub_free,urn:mavedb:00000038-b-1@ub_free,Ubiquitin,UBI_Excess-E1-Mid
332,P0CG63,urn:mavedb:00000038-b-1,ub_growth,urn:mavedb:00000038-b-1@ub_growth,Ubiquitin,UBI_Excess-E1-Mid
333,P0CG63,urn:mavedb:00000038-b-1,ub_poly,urn:mavedb:00000038-b-1@ub_poly,Ubiquitin,UBI_Excess-E1-Mid
334,P0CG63,urn:mavedb:00000038-b-2,,urn:mavedb:00000038-b-2@nan,Ubiquitin,UBI_Excess-E1-Tail
335,P0CG63,urn:mavedb:00000038-b-2,ub_free,urn:mavedb:00000038-b-2@ub_free,Ubiquitin,UBI_Excess-E1-Tail
336,P0CG63,urn:mavedb:00000038-b-2,ub_growth,urn:mavedb:00000038-b-2@ub_growth,Ubiquitin,UBI_Excess-E1-Tail
337,P0CG63,urn:mavedb:00000038-b-2,ub_poly,urn:mavedb:00000038-b-2@ub_poly,Ubiquitin,UBI_Excess-E1-Tail
338,P40238,urn:mavedb:00000043-a-1,mpl_10htpo,urn:mavedb:00000043-a-1@mpl_10htpo,MPL,MPL
339,P40238,urn:mavedb:00000043-a-1,mpl_1pf,urn:mavedb:00000043-a-1@mpl_1pf,MPL,MPL
340,P40238,urn:mavedb:00000043-a-1,,urn:mavedb:00000043-a-1@nan,MPL,MPL
341,P60484,urn:mavedb:00000054-a-1,,urn:mavedb:00000054-a-1@nan,PTEN,PTEN_Phosphatase
342,P60484,urn:mavedb:00000054-a-1,pten,urn:mavedb:00000054-a-1@pten,PTEN,PTEN_Phosphatase
